name,elo_Hard,elo_Clay,elo_Grass,matches_Hard,matches_Clay,matches_Grass,elo_overall
Franz Luna Lavidalie,1482.8225883958196,,,2,0,0,1482.8225883958196
Ofer Sela,1482.8031884477862,,,4,0,0,1482.8031884477862
Zack Fleishman,1480.3708023990275,,1499.7081599776425,21,0,3,1482.7879720963545
Ashley Naumann,1482.7876151613773,,,2,0,0,1482.7876151613773
Luis Adrian Morejon,1458.5742370757998,1488.4611763278713,1500.0,12,48,1,1482.7873291139572
Jocelyn Robichaud,1476.9923377637083,1500.0,,3,1,0,1482.744253322781
Yasutaka Uchiyama,1483.5510448372631,1489.5789908444108,1468.2017570085425,36,2,3,1482.721972362339
Dishan Herath,,1482.5981711137829,,0,4,0,1482.5981711137829
Lionel Eli,,1482.597626351594,,0,2,0,1482.597626351594
Piet Norval,1475.5472828499244,1484.467028010589,1500.0,3,2,1,1482.5959840951584
Dermot Sweeney,,1482.5641271217237,,0,4,0,1482.5641271217237
Jose Antonio Sanchez De Luna,,1482.561077076417,,0,3,0,1482.561077076417
Ognian Kolev,1482.5562180690429,,,4,0,0,1482.5562180690429
Manjule Weerakoon,1482.5304984710244,,,2,0,0,1482.5304984710244
Franko Skugor,1522.767567395884,1450.656144171332,1466.392017749942,13,15,3,1482.4192449021386
Vadim Kutsenko,1480.1643133368325,1474.4910102785889,,31,8,0,1482.4175473289984
Roland Burtscher,1505.0370135687888,1461.0127361461418,,3,4,0,1482.395248161367
Hugo Dellien,1451.1411615812608,1490.585959399001,1472.3061753674938,19,76,3,1482.378913372148
Gunther Darkey,1512.5357395007866,1452.131582433745,,4,4,0,1482.3336609672658
Guillem Burniol,,1482.3272281875784,,0,2,0,1482.3272281875784
Ola Kristiansson,,1482.2173859389195,,0,3,0,1482.2173859389195
Nick Van Rosberg,1481.2176224456978,1484.0,,4,2,0,1482.1450816304653
Daniel Alejandro Lopez Cassaccia,1547.200829331975,1444.7657841617463,,4,7,0,1482.014891496375
Filip Horansky,1510.4758565598563,1467.1106544486931,1500.0,3,7,1,1481.927468256402
Francesco Michelotti,,1481.9142047748026,,0,2,0,1481.9142047748026
Hugo Grenier,1475.2913130766456,1485.07323449422,1515.2865667711362,14,8,2,1481.8848913570446
Luis Haddock,1481.8671785883412,,,2,0,0,1481.8671785883412
Ricardo Gonzalez Diaz,1481.8345853104838,,,4,0,0,1481.8345853104838
Yi Zhou,1479.970549697817,1500.0,,10,1,0,1481.7914088161972
Thomas Kromann,1475.7117630770151,1500.0,,3,1,0,1481.7838223077613
Tim Goransson,,1481.759777199673,,0,2,0,1481.759777199673
Mohsen Hossein Zade,1479.491089365023,1484.0,,2,2,0,1481.7455446825115
Harri Heliovaara,1487.22352370953,1471.5695902086177,,16,5,0,1481.7310459383468
Martin Lee,1449.0788496000962,1461.3240297152254,1499.146631940508,16,10,38,1481.7293184604584
Diego Cubas,1481.7090870288316,,,2,0,0,1481.7090870288316
Noam Okun,1482.287757940364,1475.5997096483889,1478.3472890458772,71,10,9,1481.6430680031308
Ramin Raziyani,1489.452607996487,1474.4494167982305,,10,11,0,1481.593793559305
Gabriel Montilla,1481.571480687472,,,4,0,0,1481.571480687472
Konstantinos Mikos,,1481.5586902599705,,0,2,0,1481.5586902599705
Greg Jones,1478.4601524811187,,1500.0,6,0,1,1481.5372735552446
Nick Hardt,1467.8126232306934,1504.3914550396566,,5,3,0,1481.529685159055
Franz Stauder,,,1481.5141047837078,0,0,2,1481.5141047837078
Andrew Kratzmann,1481.471349136072,,,2,0,0,1481.471349136072
Phillip Simmonds,1481.4652275508963,,,3,0,0,1481.4652275508963
Devin Britton,1481.4511561450531,,,3,0,0,1481.4511561450531
Valentin Dimov,,1481.4039344313176,,0,2,0,1481.4039344313176
Martin Landaluce,1512.7353678637514,1457.8316408076782,,3,4,0,1481.3618095459954
Nicklas Timfjord,,1481.3353082484125,,0,3,0,1481.3353082484125
Francesco Piccari,,1481.3151227821363,,0,2,0,1481.3151227821363
Alexandre Simoni,1480.3392412961332,1484.823177917683,1474.666383948358,15,13,5,1481.246116730717
Lovro Zovko,1508.967172696333,1452.4936495323368,,6,11,0,1481.242304304938
Jean Philippe Fleurian,1479.6458509250554,1473.6892181563824,1483.246705290802,55,25,9,1481.2135269012465
Han Cheol Shin,1467.734704710606,1496.2598448804465,,6,5,0,1481.2118183727057
Martin Slanar,1481.1692239577771,,,3,0,0,1481.1692239577771
Philipp Oswald,1500.0,1474.8654484674046,,1,3,0,1481.1490863505535
Jose Hernandez,1497.981209613315,1466.7118432951204,,12,14,0,1481.1438585189026
Axel Finnberg,1481.068860593493,,,5,0,0,1481.068860593493
Ivan Keskinov,,1481.0294321448898,,0,8,0,1481.0294321448898
Jing Zhu Yang,1481.0243188295192,,,2,0,0,1481.0243188295192
Fernando Roese,1484.4749682214729,1468.318592379689,1483.2975328274754,17,5,2,1481.0109369716013
Aditya Hari Sasongko,1480.2315749577715,1484.0,,8,2,0,1480.9852599662172
Patrick Mohr,1500.0,1474.610281331832,,1,3,0,1480.957710998874
Sulaiman Al Rawahi,1480.9431348488972,,,2,0,0,1480.9431348488972
Marc Kimmich,1480.9219192097044,,,3,0,0,1480.9219192097044
James Mcgee,1466.0037811134955,1501.3050599691535,,11,3,0,1480.8941523098715
Nikola Gnjatovic,,1480.837615543897,,0,2,0,1480.837615543897
Henri Squire,1500.0,1492.8853964968096,1466.3653550533054,1,2,3,1480.8111430255892
Matteo Gigante,,1480.717636068087,,0,3,0,1480.717636068087
Yordan Kanev,1500.0,1458.0663268496526,,1,4,0,1480.6275738895386
John Van Lottum,1485.1700209388575,1467.5858589302968,1489.567544270498,78,42,29,1480.6124434395592
Pierre Ludovic Duclos,1474.004639848484,,1500.0,3,0,1,1480.503479886363
Sherif Sabry,1446.1327561438388,1512.4021162235454,,8,8,0,1480.486998761122
Tom Nijssen,1485.985630473744,1465.1946947895055,1500.0,2,11,1,1480.4711916251154
Omer Rashid,1516.0,1492.157669860336,1454.9856464935929,2,7,6,1480.467837865594
Mikhail Ledovskikh,1491.991624625008,1500.0,1466.0831630924083,8,1,5,1480.4288922396977
Mark Draper,1472.5890940751167,,1492.0762184218152,3,0,2,1480.383943813796
Philippos Tsangaridis,1467.2976013366472,1500.0,,3,1,0,1480.3785608019884
Akira Santillan,1478.972144394853,1480.272261344932,1483.9553137485557,5,2,2,1480.3684302401375
Daniel Vallverdu,1484.4153027592326,1472.0933114636334,,6,3,0,1480.3079723273663
Adam Kellner,1500.8844795555262,1450.0866378039868,,5,4,0,1480.2952012484316
Xin Yuan Yu,1471.9431338984552,1500.0,,11,1,0,1480.2436221464718
Daniel Cukierman,1479.2011211395115,1483.8289847493097,,7,2,0,1480.2295352750225
Nick Gould,,1500.0,1467.0433708323449,0,1,3,1480.2260224994068
Jose Rubin Statham,1466.8069047392878,1529.7697953409413,1484.560865158135,38,7,2,1480.1992751483049
Ivan Vajda,,1480.1808427370738,,0,3,0,1480.1808427370736
Yves Allegro,1469.647523527807,1500.0,1479.2641609869102,3,1,10,1480.1056120301682
Ladislav Svarc,1473.4603938799194,1500.0,,3,1,0,1480.0952954099396
Alejandro Olivera,1478.7750937810183,1482.594899116357,,4,2,0,1480.048362226131
Gwinyai Tongoona,1468.300502932842,1487.4192759650696,,3,2,0,1479.9566767881108
Mario Visconti,,1479.8025534562998,,0,7,0,1479.8025534562998
Jean Claude Scherrer,1471.9671395008486,,1481.0938899948785,3,0,2,1479.6815330820507
Cecil Mamiit,1493.2619373770028,1449.7551629628294,1414.608479632048,122,23,17,1479.6632508211742
Vilius Gaubas,1475.548035229012,1500.0,,5,1,0,1479.6233626908434
Kelly Evernden,1499.876085895981,1485.3717333337977,,15,2,0,1479.6223753782083
Tom Kocevar Desman,1472.827799875089,1500.0,,3,1,0,1479.6208499063168
Axel Pretzsch,1482.3745363704656,1497.2456417598692,1456.5582942362994,29,2,5,1479.6151197067984
Lionel Barthez,1468.8171884808964,1486.254495502655,1500.0,8,2,1,1479.6053641568012
James Mccabe,1472.768064143744,,1500.0,3,0,1,1479.576048107808
Jonathan Eysseric,1500.0,1472.6603042588995,,1,3,0,1479.4952281941746
Bastian Knittel,,1474.3034190650085,1500.0,0,4,1,1479.4427352520067
Christian Miniussi,1407.4842502142135,1498.72585883312,1500.0,10,36,1,1479.3398600028606
Yohny Romero,1478.0156150145733,1483.3858765443192,,13,4,0,1479.2792059627488
Agustin Garizzio,,1479.2423519944607,,0,2,0,1479.2423519944607
Adrian Menendez Maceiras,1507.9645161975575,1431.830871208505,1449.4182914992086,14,6,4,1479.1734008339029
Palaphoom Kovapitukted,1472.21741279251,1500.0,,3,1,0,1479.1630595943825
Markus Eriksson,1496.7247717464818,1451.050816928872,,8,5,0,1479.157866047401
Jimy Szymanski,1468.200173008804,1492.3441517098936,,29,24,0,1479.1332954394863
Keith Evans,1479.077694657111,,,7,0,0,1479.077694657111
Abedallah Shelbayh,1472.8174912640843,1489.6019452988671,1482.626197441532,8,4,2,1479.014293299372
Peerakiat Siriluethaiwattana,1479.0050531675013,,,7,0,0,1479.0050531675013
Luis Delgado,1500.0,1471.971755130385,,1,3,0,1478.9788163477888
Igor Kunitsyn,1477.5609929433003,1451.689299690869,1442.5022357831388,153,30,37,1478.9133877615402
Alexander Skrypko,1483.3321051580651,1491.929919703953,,2,2,0,1478.887278425252
Tobias Summerer,1496.073971629579,1469.562214326472,1500.0,2,6,1,1478.8356921353325
Zachary Svajda,1477.819363223755,,1500.0,21,0,1,1478.8275739863116
Patrik Kuhnen,1449.6965548870376,1445.227018296379,1457.5528908631743,43,12,13,1478.8256029360157
Stian Boretti,1487.089686291809,1468.6978004844625,,12,12,0,1478.7779936526103
Alexander Ward,,1500.0,1471.6500157407722,0,1,3,1478.7375118055793
Kenny De Schepper,1501.8294697644665,1436.5936043671286,1485.8031060742226,41,26,21,1478.7307636528085
Rasid Winklaar,1476.803368300431,1483.4177969672223,,5,2,0,1478.6932050623711
Filippo Baldi,,1478.6688535455764,,0,3,0,1478.668853545577
Daniele Musa,1491.1439613086766,1469.7074980210705,,4,8,0,1478.633525338713
Luca Nardi,1479.557372974975,1471.3775281658488,1494.6008064486757,16,11,4,1478.595935587698
Carl Chang,1474.2857002048197,,,3,0,0,1478.583589729973
Miljan Zekic,,1478.5753385318303,,0,3,0,1478.5753385318303
Ali Ghareeb,1471.2631874336244,1500.0,,3,1,0,1478.4473905752184
Ergun Zorlu,,,1478.3838602276328,0,0,2,1478.3838602276328
Warit Sornbutnark,1478.3782545028955,,,6,0,0,1478.3782545028955
Givi Samkharadze,,1478.3459979296038,,0,4,0,1478.3459979296038
Nenad Zimonjic,1399.178769716853,1431.8157575303355,1527.689240472352,11,9,8,1478.3058199315096
Sonchat Ratiwatana,1469.568828220343,1500.0,,5,1,0,1478.2634487288165
Anoosha Shahgholi,1436.4564543922718,1489.3805812571425,,5,12,0,1478.255223528793
Mikelis Libietis,1474.2099889070698,1488.176184199182,,5,2,0,1478.200330419102
Diego Perez,1384.7536063448376,1504.3792846489218,1500.0,11,38,1,1478.181627113138
Sasi Kumar Mukund,1470.8909668598858,,1500.0,3,0,1,1478.1682251449142
Olivier Delaitre,1468.8247672168131,1393.2470648882068,1502.6595736644445,104,43,16,1478.13097576128
Brydan Klein,1483.4785025825545,,1470.9556740018802,8,0,6,1478.11157604798
David Josepa,1500.0,1470.756049574279,,1,3,0,1478.0670371807091
Mait Kunnap,1504.413984989015,1468.2849644070056,,3,3,0,1478.038916041908
Thomas Larsen,,1476.1182500859206,,0,8,0,1478.025511303469
Dennis Novikov,1482.5732469399309,,1473.351886844353,8,0,8,1477.962566892142
Zeeshan Ali,,,1477.9440852479188,0,0,3,1477.944085247919
Nebojsa Djordjevic,1483.263693206478,1467.0138181678544,,2,3,0,1477.9281401527533
Pavel Snobel,1470.532912569469,,1500.0,3,0,1,1477.899684427102
Lukas Lacko,1481.6618768615017,1422.4292589042109,1493.6771842365383,176,25,45,1477.8402239466416
Seyed Akbar Taheri Rahaghi,1468.736306793522,1484.6421147514593,,3,4,0,1477.8253399123437
Valentin Vacherot,1486.8462368278842,1475.5156100835495,,2,8,0,1477.7817354324166
Gustavo Ramirez,1469.4695015289756,1480.8956404783669,,3,8,0,1477.7794207648965
Maximo Gonzalez,1449.1049697242445,1485.0352265663112,1462.901484257714,16,70,4,1477.6639034695615
Edgar Hernandez Perez,1468.876358675373,1484.2391224334035,,3,4,0,1477.655080822819
Takahiro Terachi,1477.636238432457,,,12,0,0,1477.6362384324573
Dragos Nicolae Madaras,1470.1785557103635,1500.0,,3,1,0,1477.6339167827728
Andy Ram,1460.6211981757722,1501.7024914581052,1485.2955503212056,10,3,2,1477.6223238074183
Guillermo Hormazabal,1500.0,1466.3534217236536,,1,4,0,1477.5689478157692
Daniel Orsanic,1467.320676308343,1477.7036977667576,1500.0,3,31,1,1477.4507617055576
Nicolaas Scholtz,1475.5267565695483,1500.0,,12,1,0,1477.409313756506
Mao Xin Gong,1477.3672910678713,,,8,0,0,1477.3672910678713
Dennis Novak,1471.2777400319026,1484.1845063105857,1494.9631399551145,49,23,8,1477.356975329345
Ivan Navarro,1438.005775170709,1489.6907108471144,1493.0729794928095,25,58,17,1477.344462597781
Yu Jr Wang,1476.562103753254,1500.0,1469.9927783985347,18,1,3,1477.3380602505576
Jayendra Wijeyesekera,1450.6952488311215,1492.5828833865146,1483.263693206478,8,13,2,1477.202907003766
Philippe Moggio,,1472.5489002974357,,0,5,0,1477.124083581196
Srdan Muskatirovic,,1500.0,,0,1,0,1477.1021261467315
James Shortall,1469.46450616357,,1500.0,3,0,1,1477.0983796226774
Terence Atmane,1454.8981743650186,1532.5670422146002,,10,4,0,1477.089279464899
Yaoki Ishii,1443.7079703721224,,,5,0,0,1476.9124329324195
Prima Simpatiaji,1476.8743410095487,,,20,0,0,1476.8743410095487
Evgeni Mikheev,1500.0,,,1,0,0,1476.8602893960733
Elmar Gerth,1464.4020542872602,1483.8016592249298,,3,2,0,1476.801580218607
Hugo Armando,1526.522774639354,1470.094352397849,,5,38,0,1476.6557968445356
Kimmer Coppejans,1470.0440163340668,1478.8599806662855,1490.5099051233074,8,11,2,1476.61103467849
Daniele Balducci,,1476.552886093274,,0,3,0,1476.5528860932743
Christophe Tholl,1468.736306793522,1500.0,,3,1,0,1476.5522300951416
Mehluli Don Ayanda Sibanda,1468.736306793522,1500.0,,3,1,0,1476.5522300951416
Julius Tverijonas,1500.0,1468.6545464457922,,1,3,0,1476.4909098343442
Jan Choinski,1500.0,1504.6313647637774,1458.405337476862,1,3,6,1476.4326119152506
Nduka Odizor,1468.5671039566291,,,3,0,0,1476.4253279674715
Lefteris Alexiou,1468.5546597782948,1500.0,,3,1,0,1476.415994833721
Rainer Schuettler,1473.8450319952976,1402.2545719100951,1591.515197387641,375,163,81,1476.3439217341438
Jordi Munoz Abreu,1481.142990308541,1468.173026604872,,5,3,0,1476.279253919665
Francesco Passaro,1492.567442034832,1465.8446615142375,,7,11,0,1476.236853938913
Alexander Blockx,1476.217353653156,,,3,0,0,1476.217353653156
Sumit Nagal,1458.7934530651614,1500.6328964844297,1500.0,28,19,1,1476.2133691464308
Daniel Elahi Galan,1478.1606373727834,1461.6921600123828,1547.0695160161426,54,61,11,1476.203657579867
Anthony Susanto,1468.244072616738,1500.0,,3,1,0,1476.1830544625536
Farrukh Dustov,1484.184140956732,1489.9892685840884,1426.5339661439443,12,18,7,1476.1014672703238
Sasa Tuksar,,1480.3825997572392,,0,6,0,1476.0471555499937
Peter Polansky,1477.6300778824095,1456.678182902319,1483.720245549374,46,13,2,1476.044249169263
Naser Al Obaidly,1467.957972803542,1500.0,,3,1,0,1475.9684796026563
Jerome Hanquez,,1482.8031567100131,,0,2,0,1475.9201614667722
Aziz Dougaz,1470.3706832952532,1486.998056285841,,8,4,0,1475.9131409587826
Jhonnatan Medina Alvarez,1464.182506729312,1519.864537874697,,15,4,0,1475.9050396020248
Scoville Jenkins,1469.0421222431717,1477.92242475035,1518.5027934223126,14,5,2,1475.8670200952752
Ognen Nikolovski,1500.0,1467.7969509802822,,1,3,0,1475.8477132352116
Luca Vanni,1447.8350715782606,1497.0397236057836,1500.0,10,12,1,1475.7751043066091
Lars Jonsson,1410.9694002067993,1525.5629080329911,1444.2212355632646,48,71,5,1475.7530939627384
Shahin Khaledan,1465.3592429600442,1500.0,,7,3,0,1475.7514700720308
Rik De Voest,1483.5597330851638,1458.1687029290674,1441.8588267420855,68,9,11,1475.7503098899508
Markus Naewie,1476.7502361966988,1476.174788058113,1485.5018402703724,13,32,4,1475.7253601486084
Andrei Vasilevski,1470.8265830290998,1500.0,,5,1,0,1475.6888191909163
Jan Gunnarsson,1472.1117053953046,1474.888863528966,,3,9,0,1475.6351943965888
Luka Belic,,1475.628670297369,,0,3,0,1475.6286702973691
Brandon Holt,1475.6197524602069,,,9,0,0,1475.6197524602069
Peter Bertran,1467.3481935767545,1500.0,,3,1,0,1475.511145182566
Murad Inoyatov,1450.4461721750351,1513.188257181415,1500.0,7,4,1,1475.4896861625757
Raphael Collignon,1475.393013093881,,,3,0,0,1475.393013093881
Daniel Rincon,,1475.3593791443698,,0,3,0,1475.3593791443698
Alessio Di Mauro,1500.631104426392,1471.2002225434294,1505.3186925464531,4,46,3,1475.3526553272204
Richard Bloomfield,1491.7643843535425,,1472.9907294723105,2,0,14,1475.3374363324644
Robert Smeets,1472.2098362305353,1500.0,,8,1,0,1475.2976322049203
Tomas Cakl,1457.3359334735774,1489.8991494291597,,7,2,0,1475.261015432121
Mahammad Abid,1469.913901585386,1483.224375252195,,3,2,0,1475.2380910521094
Rasmus Norby,1466.967049153474,1500.0,,3,1,0,1475.225286865105
Gehad El Deeb,1486.4475635653378,1467.6371571699788,,2,3,0,1475.1613197281226
Joey Rive,1485.3778233804735,1472.1799138994425,,2,7,0,1475.1127826730049
Juan Gisbert Jr,,1475.1088891880197,,0,16,0,1475.1088891880197
Scott Willinsky,1471.5811759064927,1483.9045076077634,,5,2,0,1475.1021278211415
Bjorn Rehnquist,1457.319493199598,1495.2932862428634,,8,7,0,1475.0405966197882
Eno Polo,,1470.8424806583473,,0,5,0,1475.0024500840784
Prakash Amritraj,1380.2585724595176,1482.990708998209,1584.4348765402997,27,2,23,1474.9993402798166
Roberto Jabali,1440.9741824239045,1499.7494297885191,,11,15,0,1474.8829789804129
Tai Wei Liu,1466.4658807507544,,,3,0,0,1474.8494105630657
Geoff Grant,1472.7485289387275,1482.437046011054,1500.0,23,3,1,1474.8343445786627
Zura Tkemaladze,1474.774308734025,,,3,0,0,1474.774308734025
Sandro Ehrat,1500.0,1469.5883395346798,,1,5,0,1474.6569496122331
Leonardo Azzaro,,1474.5050760010247,,0,3,0,1474.5050760010247
Stefano Galvani,1473.6116234165722,1469.6550018487726,1470.9517171360133,16,28,7,1474.4662883240412
Philip Bester,1468.8652481942945,1484.2563705855623,,7,4,0,1474.4620199729372
Todd Larkham,1459.4434274661105,1490.6816834501988,1502.882980305775,10,4,3,1474.4594087870132
Bobby Kokavec,1474.4482526250365,,,6,0,0,1474.4482526250365
Paul Capdeville,1479.4776920718414,1472.5593771328463,1450.0104188399823,63,53,10,1474.4318565115486
Mariusz Fyrstenberg,1500.8034011551474,1456.1982274320608,,3,9,0,1474.298751152454
Mate Delic,1478.800163866955,1472.6043591180353,,4,11,0,1474.2565737177472
Albert Chang,1454.9351597341824,,1483.2052721654943,14,0,2,1474.214300202918
Justin Bower,1490.0278853306413,1453.981140163629,1503.9938752247283,2,6,3,1474.174930665204
Jeremy Bates,1470.2090781935185,1438.5134960250812,1508.708044035238,61,5,33,1474.1441016162908
Stefan Kozlov,1459.5375495218875,1500.0,1495.6867224400755,21,1,13,1474.120455190875
Adrian Garcia,1453.9262268393725,1483.9499907642914,1483.5912270246038,14,24,2,1474.0719367839858
Tadas Babelis,1467.442320042053,1484.0,,3,2,0,1474.065392025232
Nuno Marques,1502.169409949386,1473.3401700281684,1447.0870342575429,15,54,5,1474.05680838875
Roberto Carretero,1479.7378816233777,1473.0145519733092,,5,62,0,1473.9057592715008
Duilio Beretta,1515.86097012161,1468.2213719510078,,2,15,0,1473.826030559314
Justin Gimelstob,1462.26018698516,1456.5838125183186,1514.5764073162236,184,25,59,1473.816393958266
Rogier Wassen,1481.2373378799364,1494.0675915500572,1443.0204409526605,7,5,5,1473.77067809842
Wade Mcguire,1458.2198762938992,1499.8446568222191,1459.0283034370188,13,10,4,1473.756228658924
Alexandar Lazarov,1471.3628752706888,1500.0,,11,1,0,1473.7493023314648
Kent Kinnear,1463.8770078924335,,1482.4996940458157,12,0,4,1473.6477566624285
Danny Sapsford,1501.7319822082509,1543.8994610608106,1458.7362600199472,8,5,15,1473.5804033155746
Marcos Daniel,1335.3273176825726,1531.3097402006986,1460.660579623088,24,59,7,1473.5528261509398
Arne Thoms,1449.795226331405,1469.3993900116934,1492.7650593279054,12,5,18,1473.519135599596
Carl Uwe Steeb,1464.1908619337707,1442.73317545365,1490.8467748936928,59,77,4,1473.5065718160038
Alexandre Strambini,,1473.4984926248726,,0,3,0,1473.4984926248726
Rodrigo Senattore,1473.4874647495883,,,3,0,0,1473.4874647495883
Todd Nelson,1468.503621438392,,1483.2360065223131,4,0,2,1473.4144164663658
Olivier Malcor,,1473.368301487826,,0,3,0,1473.368301487826
Frank Dancevic,1479.597006257886,1346.684464319901,1498.808298826459,108,19,44,1473.3449014125242
Colin Beecher,,1500.0,1464.440477879832,0,1,3,1473.330358409874
Andre Sa,1480.3009586408446,1452.6400224417148,1488.371830973707,63,43,27,1473.216904416175
Tsolak Gevorgyan,1468.736306793522,1468.7187064522268,,3,3,0,1473.1950056767496
David Pate,1470.716379696272,,1484.0339081301693,10,0,2,1472.9359677685882
Musaad Al Jazzaf,1466.9611346979193,1481.8020716137532,,3,2,0,1472.897509464253
Ji Sung Nam,1468.9361261595257,,1500.0,7,0,1,1472.819110389585
Radomir Vasek,1494.5257320588155,1469.7595506167115,1467.31892997808,20,26,3,1472.652718300143
Tapio Nurminen,1500.0,1469.5704008798775,,1,3,0,1472.5440150009697
Vishnu Vardhan,1465.5504284763151,,1500.0,4,0,1,1472.440342781052
Joern Renzenbrink,1480.9979903701542,1480.7261807656566,1429.2693472805156,51,12,11,1472.394641720786
Alexander Blom,1476.2516223293574,1467.9200223632663,,9,8,0,1472.3308694041382
Weerapat Doakmaiklee,1466.8567879270065,1500.0,,6,1,0,1472.330092271864
Marcelo Ingaramo,,1472.209517009824,,0,5,0,1472.209517009824
Paul Harsanyi,1472.184759162674,,,3,0,0,1472.184759162674
Liam Caruana,1472.1618074057023,,,4,0,0,1472.1618074057023
Hiroki Moriya,1470.015942496727,,1500.0,13,0,1,1472.157660889818
Nick Lindahl,1468.565913513511,1500.0,,8,1,0,1472.0585897897877
Alexander Cozbinov,1471.8264172272147,,,3,0,0,1471.8264172272147
David Dilucia,1460.2232920668105,,1493.3151387609882,13,0,6,1471.7965284017112
Damion Johnson,1474.7086898848563,1468.7989360475035,,3,3,0,1471.7538129661798
Evgeny Donskoy,1492.4324629649664,1398.2400815328424,1440.5716022995337,127,29,16,1471.726923242998
Ross Matheson,,,1471.7005605174836,0,0,5,1471.7005605174836
Martin Rodriguez,1426.027636649604,1486.5818876650949,1500.0,14,41,1,1471.6829340600598
Pat Cash,1442.8205430123294,1491.134469207629,1487.5842026471928,17,2,10,1471.656604223234
Vitaliy Sachko,1466.0552355710847,1485.6536325112525,,5,2,0,1471.6547775539896
Hyeong Keun Song,1471.6511076555066,,,3,0,0,1471.6511076555064
Lucas Catarina,1484.919975908069,1461.0154238065372,,4,5,0,1471.639669184996
Maxime Hamou,,1471.6311814608266,,0,3,0,1471.6311814608264
Alexander Waske,1419.9583715570468,1503.0523952047083,1445.8659292896589,26,44,15,1471.5898011107265
Gabriel Flores Ruiz,1471.5218123982754,,,5,0,0,1471.5218123982754
Kentaro Masuda,1471.5121840554314,,,3,0,0,1471.5121840554314
Neville Godwin,1424.6252983544357,1492.4384494148928,1559.481834836633,55,2,29,1471.4608459422243
Heath Denman,1471.376171816616,,,5,0,0,1471.376171816616
Gerard Granollers,,1471.2094184711495,,0,4,0,1471.2094184711495
Mike Urbanija,1471.195698114043,,,3,0,0,1471.195698114043
Lado Chikhladze,1453.9106362777156,1460.712936351596,,4,8,0,1471.194488000565
Christian Lindell,1466.3451870527997,1471.9362433656436,,3,15,0,1471.0044006468363
Srinath Prahlad,1500.0,1463.688517555198,,1,4,0,1470.9508140441585
Clinton Marsh,1470.947118699684,,,6,0,0,1470.947118699684
Bartolome Salva Vidal,1489.3081683195414,1461.7161566677262,,2,4,0,1470.9134938849977
Ernesto Escobedo,1470.6209905263408,1463.993853336926,1489.0741663363765,43,14,6,1470.905738688379
Clemens Trimmel,,1468.2495274270743,,0,7,0,1470.8949782275577
Emmanuel Heussner,1500.0,1467.195058512341,,1,8,0,1470.8400520109697
Clement Ngoran,1455.611643927232,1516.521987351976,,6,2,0,1470.839229783418
Lorenzo Manta,1488.8325896128897,1444.8128684744763,1481.9729169620027,18,7,9,1470.8266529992677
Julian Saborio,1470.7682401465315,,,3,0,0,1470.7682401465315
Diego Moyano,,1470.6697761688297,,0,3,0,1470.6697761688297
Nicolas Barrientos,1447.810901887893,1516.0,,4,2,0,1470.5406012585954
Jan Hajek,1346.4549247256562,1565.7589702202831,1468.0349407589913,47,61,4,1470.502817775036
Omar Camporese,1533.09956584235,1384.199474168426,1476.4524070376583,24,57,5,1470.4947514932924
Jose Francisco Altur,1432.768902089721,1472.6605457857706,1468.2136658038642,6,39,3,1470.4531281422576
Jesus Bandres,1470.3468621669176,,,3,0,0,1470.3468621669174
Jesse Witten,1462.9188478651868,1485.0613575220468,1500.0,8,2,1,1470.3157725423262
Oscar Ortiz,1470.5068336806853,1460.067771307952,1500.0,5,5,1,1470.3139445196066
Chris Bailey,1464.051866239654,,1472.810675737919,4,0,10,1470.3081587384147
Denis Gremelmayr,1420.859034626195,1561.663298325602,1442.0972442070777,50,30,10,1470.1535902572066
Shane Stone,1470.148288651693,,,3,0,0,1470.148288651693
Leo Borg,1457.6933986540678,1503.334176985084,,8,3,0,1470.1408836534358
Lan Bale,1470.1299717781292,,,5,0,0,1470.1299717781292
Dentry Mortimer,,1470.127187365517,,0,3,0,1470.127187365517
Aleksandre Metreveli,1456.9660545332215,1516.0,,7,2,0,1470.0847090813943
Ricardo Hocevar,1500.0,1462.576466906909,,1,4,0,1470.0611735255272
Mohd Assri Merzuki,1470.0515151247498,,,3,0,0,1470.0515151247498
Daniel Danilovic,,1470.0315146911043,,0,3,0,1470.0315146911043
Rodrigo Pacheco Mendez,1456.8860904073458,1516.0,,7,2,0,1470.022514761269
Sander Groen,1465.5596940630203,,1473.7396921847687,5,0,5,1470.0149332630376
Martin Stringari,1495.6794716622544,1455.6741398525694,,5,9,0,1469.9617583560284
Michael Lammer,1494.752993583014,1424.139987344918,,19,11,0,1469.86602383456
Courtney John Lock,1469.763182667313,,,3,0,0,1469.763182667313
Felipe Rivera,1500.0,1466.33214453849,,1,9,0,1469.698930084641
Paul Wekesa,1481.2223495535245,1455.7167231676724,1474.3692879897033,16,8,3,1469.664310023457
Mikael Stadling,1500.0,,1500.0,1,0,1,1469.5447809565917
Robbie Weiss,1477.606362774594,1430.16679734432,1451.5404437688312,59,7,6,1469.5323549374325
Jonathan Igbinovia,1469.4829314290384,,,3,0,0,1469.4829314290384
Yannos Hadjigeorgiou,,1469.4722088278395,,0,3,0,1469.4722088278395
Jin Yen Chiang,,1469.4374186863345,,0,3,0,1469.4374186863345
Abdulla Hajji,1469.4299280059752,,,3,0,0,1469.4299280059752
Tristan Schoolkate,1461.7799609515594,,1500.0,4,0,1,1469.4239687612476
