name,elo_Hard,elo_Clay,elo_Grass,matches_Hard,matches_Clay,matches_Grass,elo_overall
Sharmal Dissanayake,1500.5760688653957,1492.800158917373,,3,6,0,1495.3921289000473
Gabor Borsos,1502.5876509199954,1484.584006720528,,3,2,0,1495.3861932402085
Chris Pridham,1504.4749537424366,1482.7071754286403,1484.6009988241894,38,2,4,1495.3502992159056
Ivan Endara,1484.4597012835814,1499.255334519834,,4,11,0,1495.3098323235
Franco Roncadelli,1484.0,1499.6827905783357,,2,5,0,1495.20199327024
Marcin Matkowski,1500.0,1493.6021211715326,,1,6,0,1495.2015908786495
Dane Sweeny,1495.1957796806475,,,6,0,0,1495.1957796806475
David Skoch,1462.822900562949,1505.1381546910382,,4,13,0,1495.1816243079584
Kevin Curren,1497.5655941208752,1484.8845655254247,1484.6935227041151,23,2,4,1495.085062888248
Jiu Hua Zhang,1501.299791048206,1483.263693206478,,3,2,0,1495.0711265929287
Jiri Vanek,1436.2711924781086,1532.0294341705787,1462.399667355497,60,114,8,1495.060430760282
Nicholas David Ionel,1500.0,1492.5828005087312,,1,2,0,1495.0552003391542
Leonardo Tavares,1471.7404052638726,1515.3130808406522,,5,9,0,1495.0229254845442
Blake Mott,1495.002917479892,,,2,0,0,1495.002917479892
Anders Jarryd,1416.9777273719144,1397.349910383943,1484.2138884857625,36,14,18,1494.9602164240175
Flavio Cipolla,1506.9708390413846,1489.8184651629713,1436.9317644969292,55,39,8,1494.9193176922304
Jaroslav Pospisil,1514.7628668916118,1477.654125529473,1490.9287509666703,3,3,2,1494.8885598995744
Andreas Haider Maurer,1510.7198410544593,1496.0232359920408,1435.451557738858,48,62,14,1494.8735065360047
Shahzad Khan,1500.0,1500.0,1500.0,1,1,1,1494.857309161955
Bing Chao Lin,1496.5733587982024,1494.0171450457408,,15,13,0,1494.8557487437245
Robert Yim,1494.7757400959877,,,2,0,0,1494.7757400959877
Omar Jasika,1494.7652223744246,,,5,0,0,1494.7652223744246
Lars Poerschke,1494.4512567025808,,,2,0,0,1494.4512567025808
Bob Bryan,1480.0742352774953,1493.4193684861036,1533.5917785269507,38,8,14,1494.433783406737
Louis Wessels,,1491.6430510644711,1500.0,0,2,1,1494.4287007096475
Ergi Kirkin,1491.590930936297,,1500.0,2,0,1,1494.3939539575313
Michael Geerts,1491.5657238431788,1500.0,,2,1,0,1494.3771492287858
Robert Angelo,,1501.6362702891945,1486.466866551833,0,5,2,1494.371825176553
Marco Crugnola,1491.379767420756,1500.0,,2,1,0,1494.2531782805042
Bostjan Osabnik,1489.7158403890628,1500.2428256914163,,4,3,0,1494.2274055186429
Alejandro Moro Canas,,1491.2681955105825,1500.0,0,2,1,1494.1787970070552
Jan Mertl,1500.0,1491.2240808760307,,1,2,0,1494.1493872506871
Jean Baptiste Perlant,1516.0050563341115,1472.2154857011758,,3,3,0,1494.1102710176438
Pierre Bouteyre,,1500.0,1491.118182239317,0,1,2,1494.078788159545
Johan Carlsson,1490.3732294254685,1500.736306793522,,7,3,0,1494.0746842144406
Evgenii Tiurnev,1494.068408785859,,,2,0,0,1494.068408785859
Luis David Martinez,1496.3721625478354,1486.5689945155866,,13,4,0,1494.0655347755414
Conor Niland,1527.8176347638605,1483.1043801377518,1471.013432763698,8,6,5,1494.061914026801
Paul Annacone,1482.795269789984,,1516.0,2,0,2,1494.0102926191578
Luis Patino,1504.0913390334808,1470.3345087190282,,7,3,0,1493.9642899391451
Thorsten Poelzl,1482.8765095590704,,1516.0,4,0,2,1493.9176730393804
Federico Agustin Gomez,1490.5912001311517,1500.0,,2,1,0,1493.7274667541012
David Sherwood,1500.0,1500.0,1487.4504526661233,1,1,2,1493.7252263330615
Dong Hyun Kim,1512.628096134083,1516.0,,2,2,0,1493.6460704088988
Asim Shafik,1469.7130296450516,1545.8278203282016,1500.0,9,4,1,1493.6234677227335
Andrei Stoliarov,1519.757661227806,1476.289885616319,1458.2565487556396,46,24,17,1493.5599724991455
Yu Zheng,1502.0648935528754,,1487.3822778890062,3,0,2,1493.4764671219014
Marcelo Amador,,1500.0,,0,1,0,1493.3801963499236
Mitchell Krueger,1494.986270158012,1518.2221565091645,1475.3401460612645,25,2,5,1493.3688061648422
Petr Kralert,1500.9679540573866,1483.5527469236629,,3,3,0,1493.366014706164
Ignacio Martinez,1493.363290763215,,,4,0,0,1493.363290763215
Bruno Agostinelli,1500.0,1489.9931071642618,,1,2,0,1493.328738109508
Olivier Soules,1500.0,1486.6362512374324,,1,2,0,1493.3181256187163
Markus Hantschk,1460.2322701346316,1519.3660424726986,1481.6747491791666,27,36,4,1493.285788348789
Benoit Paire,1516.228872741062,1441.7285428835442,1546.8774952028434,301,188,52,1493.2855573155523
Collin Altamirano,1493.2803732903076,,,2,0,0,1493.2803732903076
Rio Noguchi,1493.2750750206014,,,2,0,0,1493.2750750206014
Oliver Fernandez,1493.5172586006784,1493.198247414161,,4,17,0,1493.2590114496882
Alex Obrien,1506.7935105250476,1434.3461109229218,1478.2105931333515,145,31,31,1493.248946595139
Cristian Paiz,1493.2024845134897,,,8,0,0,1493.2024845134897
Rodrigo Arus,1489.7892882080905,1500.0,,2,1,0,1493.1928588053936
Francisco Costa,1493.764496390674,1492.8926627922103,,2,4,0,1493.183273991698
Saketh Myneni,1491.4602815413486,,1500.0,4,0,1,1493.1682252330788
Hiroki Kondo,1493.1566659923217,,,4,0,0,1493.1566659923217
Jacob Rasolondrazana,1500.0,1486.2620569857727,,1,2,0,1493.1310284928863
Victor Caldarelli,1500.0,1486.2395191902626,,1,2,0,1493.1197595951312
Denis Golovanov,1500.0,,1500.0,1,0,1,1493.0390150162766
Sergio Gomez Barrio,,1492.960378902471,,0,2,0,1492.960378902471
Julen Uriguen,1497.4180202180398,1486.1924252743436,,3,2,0,1492.927782240561
George Khrikadze,1500.0,1485.83975677869,,1,2,0,1492.9198783893448
Sergio Gutierrez Ferrol,,1492.9031670172317,,0,4,0,1492.9031670172317
Federico Camacho,1500.0,1489.2445759883472,,1,2,0,1492.8297173255648
Ante Pavic,1476.7013185586263,1492.7607122186926,1508.9806414359232,6,2,6,1492.829513171763
Brian Dabul,1510.6821626586832,1474.7828273034347,1506.1281004790308,15,20,7,1492.8282306976705
Gleb Sakharov,1491.6661628321594,1493.9716454895708,,2,2,0,1492.8189041608653
Blaz Rola,1473.0941830678826,1510.5830385167533,1472.7448620204923,13,20,5,1492.7791963242107
Suwandi Suwandi,1511.0531970029906,1464.5055165184997,,33,16,0,1492.659604542025
Oren Motevassel,1485.2357112472882,1500.0,1500.0,2,1,1,1492.617855623644
Igor Gaudi,,1488.880747259801,1500.0,0,2,1,1492.5871648398672
Skander Mansouri,1476.468523313139,1516.736306793522,,3,2,0,1492.5756367052925
Tomas Behrend,1426.781712822493,1523.1782023692297,1458.6174276159095,35,72,4,1492.5285653214105
Pietro Pennisi,,1492.5047382244932,,0,4,0,1492.5047382244932
Chris Garner,1518.7181769915578,1472.3138257736084,1483.87831263882,6,7,2,1492.4174978428164
Thomas Prerovsky,,,1483.2298601853572,0,0,2,1492.3883057547669
Mose Navarra,1495.252894965067,1479.4385259356477,1505.1529173159956,2,6,5,1492.3501094374285
Lars Anders Wahlgren,1512.011438910114,1470.5961655406531,,17,5,0,1492.290171634904
Arthur Fery,,,1492.18197272289,0,0,2,1492.18197272289
Roman Recarte,1464.4032897716777,1512.9773340331394,,3,4,0,1492.159886492513
Ricardo Mello,1467.3347998682411,1545.3764059425237,1402.51077431653,84,57,9,1492.1465738872716
Khumoun Sultanov,1488.9153241550305,1500.0,1500.0,5,1,1,1492.0823743964502
Kevin Krawietz,1500.0,1474.4421902409406,1514.553894917353,1,3,2,1492.0723934262548
Santiago Maresca,1490.0636568727211,1500.0,,4,1,0,1492.0509254981769
Israel Morales,1491.942182450468,,,4,0,0,1491.942182450468
Kevin King,1490.5889850036683,,1500.0,6,0,1,1491.93341571743
George Kalovelonis,,1491.8980482357106,,0,4,0,1491.8980482357106
Carl Soderlund,,1491.7661933913232,,0,2,0,1491.7661933913232
Anis Ghorbel,1483.5052603341026,1500.0,,2,1,0,1491.7526301670514
Gilad Bloom,1479.1569515376511,1508.2674813462995,1501.2463091717516,31,12,5,1491.7080218324188
Irakli Ushangishvili,1500.0,1483.3897560853618,,1,2,0,1491.694878042681
Jean Francois Bachelot,1516.4582716068448,1480.1282024923296,1482.0654019295082,2,3,2,1491.6793258341872
Daouda Ndiaye,1500.0,1500.0,,1,1,0,1491.674388368569
Robert Lindstedt,1487.4848931404265,,,2,0,0,1491.656595426951
Cyril Suk,1500.0,1500.0,1483.269702918863,1,1,2,1491.6348514594315
Francisco Roig,1448.9560409930184,1502.089657770615,1484.0015580681968,20,74,2,1491.63326987375
Mario Radic,,1491.6165060881692,,0,6,0,1491.6165060881692
Evan King,1491.5932765092675,,,5,0,0,1491.5932765092675
Dejan Petrovic,1492.769339327916,,1490.4121069729702,4,0,4,1491.590723150443
Denis Matsukevitch,1500.0,1500.0,,1,1,0,1491.561729230379
Jose Baires,1482.0654614370444,1497.8487629842982,,2,3,0,1491.5354423653966
Pablo Arraya,1487.5463865177833,1488.5821514936135,,4,12,0,1491.5285041143254
Todd Witsken,1499.7669586825234,1480.697411575331,1469.6050125513582,29,12,5,1491.5138218142165
Kj Hippensteel,1491.4905112698746,,,4,0,0,1491.4905112698746
Michael Tebbutt,1499.213219070402,1507.9164587307937,1388.9340692349062,90,20,15,1491.46506741887
Axel Michon,,1491.4565777092146,,0,2,0,1491.4565777092146
Vit Kopriva,1501.826224048841,1484.9450426763865,1500.0,6,11,1,1491.4084896518498
Nerman Fatic,1485.635788939291,1502.9409457148363,,6,3,0,1491.4041745311397
Federico Sansonetti,1500.0,1490.4446584984669,,1,9,0,1491.4001926486203
Matija Pecotic,1491.37263930861,,,2,0,0,1491.37263930861
Jean Rene Lisnard,1465.8041805491382,1514.8199299611724,1445.4672442348758,59,71,5,1491.361042849751
Dede Suhendar Dinata,1500.0,1500.0,,1,1,0,1491.33637791383
Blaz Trupej,1489.0291449409317,1492.0953981016946,,2,6,0,1491.3288348115038
George Tsivadze,1482.5018206214645,1484.8665050494433,,2,2,0,1491.2558115361685
Stephan Rhode,,1491.2413563328596,,0,2,0,1491.2413563328596
Stephane Robert,1481.730364956672,1514.8977076448673,1455.138397571022,59,42,12,1491.2341241095603
Predrag Rusevski,1515.1546920092671,1487.524383677273,,2,13,0,1491.2084247882055
Damar Johnson,1486.8122024479744,1500.0,,2,1,0,1491.2081349653165
Mark Keil,1488.9561256793652,,1500.0,4,0,1,1491.1649005434922
Jim Pugh,1486.747024874261,,1500.0,2,0,1,1491.164683249507
Alexey Vatutin,1476.6740136299877,1498.3973272910553,,3,6,0,1491.156222737366
Federico Rodriguez,1500.0,1486.7222711327704,,1,2,0,1491.1481807551802
Dalibor Svrcina,1491.1171997887873,,,6,0,0,1491.1171997887875
Jonathan Dasnieres De Veigy,1487.9391983410976,1492.6432287505754,,2,4,0,1491.0752186140828
Menelaos Efstathiou,1486.5785023115063,1500.0,,2,1,0,1491.0523348743377
Juan Enrique Crosa,1486.5386822758203,1500.0,,2,1,0,1491.02578818388
Raimonds Sproga,1481.9668905238798,1500.0,,2,1,0,1490.9834452619398
Paolo Lorenzi,1549.7375213846528,1460.8276362726035,1372.0185198907805,126,143,26,1490.9754616901996
Jan Minar,1490.9595865050303,,,2,0,0,1490.9595865050303
Christopher Eldon,1486.4297380068151,1500.0,,2,1,0,1490.95315867121
Mario Tabares,,1506.8152216784208,,0,8,0,1490.914407006084
Adrien Bossel,1492.1467787886672,1500.0,1485.0906169994605,2,1,2,1490.8949583152512
Diogo Rocha,,1487.7837875574974,,0,3,0,1490.8378406681231
Sergei Cuptov,1500.0,1481.6488884604755,,1,2,0,1490.8244442302378
Tetsuya Chaen,1486.214989920716,,,2,0,0,1490.809993280477
Leandro Riedi,1489.3822554659323,1493.2734504155887,,7,4,0,1490.7972354476258
Sho Shimabukuro,1489.9226716683445,,1500.0,11,0,1,1490.7624490293158
Luke Bourgeois,1490.7556458348606,,,2,0,0,1490.7556458348606
Nikola Cacic,,1490.7500326714396,,0,2,0,1490.7500326714396
Ervin Eleskovic,1455.9512910838505,1519.682548052121,,5,6,0,1490.7137948847253
Will Farah Lebar,1486.0219875960556,,,2,0,0,1490.681325064037
Goran Sterijovski,1500.0,1486.016230730448,,1,2,0,1490.677487153632
Dino Marcan,1490.669429372815,,,2,0,0,1490.669429372815
Lionel Roux,1509.0421739693106,1459.4622647972055,1426.869174351182,121,25,6,1490.6628245661198
Jean Andersen,1490.6256548539582,,,2,0,0,1490.6256548539582
Joshua Eagle,1487.8700866996703,1500.0,1488.753524079874,6,1,4,1490.6160910976655
Todor Enev,1484.9545347338103,1479.2913638316163,,6,13,0,1490.5595446058098
Adam Kennedy,1485.7514747069831,,1500.0,2,0,1,1490.500983137989
Benjamin Hannestad,1485.7502739243737,,,2,0,0,1490.500182616249
Tim Puetz,1500.0,,1485.7040922145202,1,0,2,1490.46939480968
Adam Thompson,1488.0562638187323,,,4,0,0,1490.4450110549858
Edas Butvilas,1480.7281643574097,1500.0,1500.0,2,1,1,1490.3640821787048
Francisco Yunis,,1490.3565988939006,,0,6,0,1490.3565988939006
Jorge Aguilar,1500.0,1489.3456900798624,,1,10,0,1490.314263708966
Karl Friberg,1490.282466134145,,,2,0,0,1490.282466134145
Darek Nowicki,,1485.402373648406,,0,2,0,1490.2682490989373
Genaro Deleon,1498.0510825250185,1486.3571310588586,,5,10,0,1490.2551148809118
Minh Quan Do,1485.3254452570875,,,2,0,0,1490.2169635047248
Jeff Coetzee,,,1500.0,0,0,1,1490.20818121679
Henri Kontinen,1462.8499876323967,1528.648308991757,1515.5301855743694,6,3,2,1490.200141513966
Branislav Stankovic,,1523.4646916072236,1468.0047822135075,0,2,3,1490.1887459709938
Adrian Bodmer,1490.1532994861009,,,2,0,0,1490.1532994861009
Jc Aragone,1495.3758776764464,,1484.9260510195306,2,0,2,1490.1509643479883
Rodrigo Vallejo,1485.2209830047025,1500.0,,2,1,0,1490.1473220031348
Michael Geserer,1506.0585400020427,1480.5807085517547,,3,5,0,1490.134895345613
Paolo Pambianco,,1490.0687082270122,,0,2,0,1490.0687082270122
Martin Laurendeau,1483.708878771441,,1500.0,6,0,1,1490.024814210815
Michael Walker,1483.5208817896505,1515.9323273572415,,8,2,0,1490.003170903169
Pablo Bianchi,,1489.983843926332,,0,9,0,1489.983843926332
Giulio Zeppieri,1488.3154888256945,1490.5393701454614,,5,15,0,1489.9833998155198
Federico Browne,1469.934410317199,1496.9504572611584,,8,23,0,1489.9785741788462
Francisco Comesana,1504.3562319536784,1463.6122327033631,1505.627864536529,4,4,3,1489.8870411125229
Patrick Tierro,1487.8556662654,1490.021952520423,,6,11,0,1489.8541930731694
Robin Roshardt,,1489.8120515599703,,0,2,0,1489.8120515599703
Pedro Sousa,1453.1551104537857,1501.7978792934632,1500.0,12,35,1,1489.8119816472783
Adrians Zguns,,1484.670297646952,,0,2,0,1489.7801984313012
Sebastien Graeff,1513.866707570412,1483.1612514634487,1484.5066637971606,2,4,2,1489.739174858894
Torsten Popp,,1489.727597546069,,0,2,0,1489.727597546069
Rowland Phillips,1479.507836957916,1499.94094069455,,3,3,0,1489.7243888262328
Konstantinos Effraimoglou,1517.4695015289756,1480.373827181318,,2,6,0,1489.6477457682322
Strong Kirchheimer,1489.603517779644,,,2,0,0,1489.603517779644
Anthony Marshall,1500.0,1484.372780278083,,1,2,0,1489.581853518722
Alexander Reichel,1487.0574729301215,1491.6684432958004,,6,2,0,1489.5201915747032
Jim Thomas,1484.2413654073048,,1500.0,2,0,1,1489.4942436048698
Maxime Janvier,1500.0,1484.236790711195,1500.0,1,4,1,1489.491193807463
Viacheslav Bielinskyi,1489.4740502688917,,,2,0,0,1489.4740502688917
Alberto Brause,1500.0,1484.2094577809432,,1,2,0,1489.472971853962
Igor Sijsling,1489.4580409791215,1478.560956626112,1504.927440807654,84,33,23,1489.4308439248853
Oliver Marach,1476.905144956679,1495.8754726039936,1500.0,14,35,1,1489.3865806146289
Armand Strombach,1500.736306793522,1483.55606710435,,3,4,0,1489.3814654219962
Christopher Lawson,1484.0648393629278,1500.0,,2,1,0,1489.3765595752857
Juan Carlos Ramirez,1502.5617835690884,1482.0470954744994,,5,9,0,1489.3737697939955
Andres Andrade,1484.0430314758787,1500.0,,2,1,0,1489.3620209839191
Teo Susnjak,1500.0,1484.0,,1,2,0,1489.3333333333333
Andrej Nedic,1500.0,1484.0,,1,2,0,1489.3333333333333
Yanki Erel,1500.0,1484.0,,1,2,0,1489.3333333333333
Fredrik Aarum,1500.0,1484.0,,1,2,0,1489.3333333333333
Noujeim Hakimi,1484.0,,,2,0,0,1489.3333333333333
Mubarak Al Tobaishi,1500.0,1484.0,,1,2,0,1489.3333333333333
Viktor Nagy,1484.0,1500.0,,2,1,0,1489.3333333333333
Haluk Akkoyun,1484.0,,,2,0,0,1489.3333333333333
Kojo Atiso,1500.0,1484.0,,1,2,0,1489.3333333333333
Tiago Sousa,,1500.0,,0,1,0,1489.3333333333333
Jose Bernard,1500.0,1483.9660918698307,,1,2,0,1489.3107279132207
Younes Rachidi,1494.292279173454,1484.2927878074456,,2,2,0,1489.2925334904498
Rogerio Dutra Silva,1487.1364547685714,1494.0574655694022,1441.826531206486,28,62,5,1489.268592156372
Eduardo Struvay,1483.8842508534906,1500.0,,2,1,0,1489.2561672356603
Farah Al Somali,1500.0,1483.8736947935947,,1,2,0,1489.2491298623966
Justin Engel,1489.2445452522643,,,2,0,0,1489.2445452522643
Favel Antonio Freyre Perdomo,1500.0,1483.8376086902726,,1,2,0,1489.2250724601818
Rouzbeh Kamran,1483.8312092738422,1500.0,,2,1,0,1489.2208061825615
Jose Roberto Velasco,1500.0,1486.517577275236,,1,4,0,1489.2140618201888
Seung Bok Baek,1483.8101404641754,,,2,0,0,1489.2067603094504
Gabi Adrian Boitan,1483.8007341671107,1500.0,,2,1,0,1489.2004894447407
Matthew Foster Estwick,1489.1918557014674,,,2,0,0,1489.1918557014674
Marco Chiudinelli,1496.3284503215166,1456.7888073716238,1493.5362080119698,103,27,15,1489.137798754995
Esam Abdulaal,1489.1336259640846,,,4,0,0,1489.1336259640846
Theodoros Angelinos,,1489.1149063801777,,0,4,0,1489.1149063801777
Joao Menezes,1500.0,1483.5741815890533,,1,2,0,1489.0494543927025
Mik Ledvonova,1483.5474634091552,1500.0,,2,1,0,1489.03164227277
Leonardo Lavalle,1452.695654575568,1554.4163379151762,1453.5917329980064,36,22,4,1489.0249195372437
Gabriel Trifu,,1497.0018823773237,1469.0718777079894,0,12,3,1489.0140245425616
Sacha Thoma,,1500.0,,0,1,0,1488.949489672349
Adria Soriano Barrera,1500.0,1483.382379353666,,1,2,0,1488.921586235777
Luke Saville,1468.6635886410386,,1502.398366611775,4,0,6,1488.9044554234804
Derek Farren,,1483.263693206478,,0,2,0,1488.842462137652
Dilshod Sharifi,1483.263693206478,1500.0,,2,1,0,1488.842462137652
Stefanos Sakellaridis,1488.833582378136,,,4,0,0,1488.833582378136
Andrew Castle,,1500.0,1483.2341996432651,0,1,2,1488.8227997621768
Felipe Parada,,1488.80969966118,,0,2,0,1488.80969966118
Alan Fernando Rubio Fierros,1483.2136840855824,1500.0,,2,1,0,1488.8091227237217
Brian Baker,1458.7690864802692,1573.810929274191,1535.4682781315937,41,9,10,1488.8085615079117
Mate Pavic,1486.727449458493,1486.473801962355,1491.830141745133,2,6,6,1488.8056115115653
Martin Garcia,,1483.182254993899,1500.0,0,2,1,1488.7881699959323
Reginald Willems,,1488.7714032617137,,0,2,0,1488.7714032617137
Victor Ionita,,1488.762291690442,,0,4,0,1488.762291690442
Pier Gauthier,1485.9481647270031,,,4,0,0,1488.7585317816024
Matic Kriznik,1483.1348270570545,1500.0,,2,1,0,1488.7565513713696
Riccardo Ghedin,1500.0,,1483.1067211436657,1,0,2,1488.7378140957771
Joris De Loore,1486.4694982594967,1500.0,,5,1,0,1488.724581882914
Antonio Veic,1503.6706937378108,1476.0782010618184,,16,19,0,1488.6919119994147
Sergey Fomin,1488.667333874809,,,7,0,0,1488.667333874809
Hector Moretti,,1488.6652577852535,,0,2,0,1488.6652577852535
Rudolf Molleker,1500.0,1495.3223433066098,1470.350776437656,1,12,5,1488.645666770422
Adam Hornby,1500.0,1482.928797727743,,1,2,0,1488.619198485162
Marius Barnard,1488.6161644901142,,,2,0,0,1488.6161644901142
Philip Wilbert Major,1488.570383108881,,,2,0,0,1488.570383108881
Sergio Casal,1482.8550392045772,1500.0,,2,1,0,1488.5700261363847
Sven Koehler,1482.8529717549818,,1500.0,2,0,1,1488.5686478366545
Karim Maamoun,1446.3332204701444,1512.8989064662962,,5,14,0,1488.565154524244
Gianni Mina,,1488.5366152805996,,0,5,0,1488.5366152805996
Piotr Szczepanik,,1482.8025854130517,,0,2,0,1488.5350569420343
Juan Pino,1531.0992972180472,1468.9113738705182,,7,9,0,1488.531255098685
Jurabek Karimov,1500.0,1482.7956634045804,,1,2,0,1488.5304422697202
Massimo Dellacqua,1485.8529190050972,1492.4183245028266,1487.2672922042432,2,2,2,1488.512845237389
Min Hyoek Cho,1488.486098770802,,,6,0,0,1488.4860987708023
Andres Weisskopf,1500.0,1482.7120443893093,,1,2,0,1488.474696259539
Bruno Britez,1500.0,1482.678263290618,,1,2,0,1488.452175527079
Christer Allgardh,1482.6617183523956,1500.0,,2,1,0,1488.441145568264
Diadji Ka,,,,0,0,0,1488.4383754558578
Jozsef Krocsko,1515.419975984022,1520.5364787427488,,2,18,0,1488.437601597938
Jean Noel Said,1500.0,1482.645867522314,,1,2,0,1488.430578348209
Johannes Ingildsen,1482.6310682527428,,1500.0,2,0,1,1488.4207121684951
Mikhail Biryukov,1488.4022738871183,,,2,0,0,1488.4022738871183
Grant Stafford,1478.8490749391897,1451.4170150745374,1550.5182716465692,115,21,40,1488.4019419618912
Rolando Ruel,1500.0,1482.600767134565,,1,2,0,1488.400511423043
Gouichi Motomura,1471.8419870011242,1499.0182171220124,1491.2119685368943,49,6,6,1488.3824886982304
Tomislav Jotovski,1500.0,1482.552180188978,,1,2,0,1488.3681201259851
Philippe Grandjean,1482.4833436011922,1500.0,,2,1,0,1488.3222290674614
Johannes Ager,,1488.3143153955791,,0,2,0,1488.3143153955791
Alexander Donski,1488.2832461696207,,,2,0,0,1488.2832461696207
Pavel Vizner,,1500.0,,0,1,0,1488.247885490858
Jose Olivares,1515.4926873596337,1470.0597706409972,,2,3,0,1488.2329373284515
Moez Echargui,1482.3074163773454,1500.0,,2,1,0,1488.2049442515636
Lency Tenai,1482.2044859349216,1500.0,,2,1,0,1488.1363239566144
Thomas Hogstedt,1486.9109947292548,,1500.0,15,0,1,1488.126012416708
Fernon Wibier,1485.0836126569611,1470.3866388349634,1488.8720022183963,11,6,11,1488.0877370965466
Christophe Boggetti,1486.7171980635997,1488.4499278973483,1487.4993111532394,2,10,2,1488.06659267194
Orlando Luz,,1488.0525660920075,,0,2,0,1488.0525660920075
David Engel,1485.461680977149,1487.5794382716754,1485.2066737264522,9,4,2,1488.029304426832
Mikhail Elgin,1489.074815415004,,,10,0,0,1488.017494214292
Zulfiqar Ahmed,1516.0,1469.3499462172704,,2,3,0,1488.0099677303622
Veli Paloheimo,1500.0,1451.6027470103522,,3,4,0,1488.0033103754813
Galo Blanco,1412.903157683669,1505.243543508105,1444.577081673457,49,237,7,1487.9985615300482
Yew Ming Si,1488.3012562518136,1486.1574347898156,,12,2,0,1487.9949960429567
Dimitri Poliakov,1459.1722982140611,1474.9809542018595,1487.4886048480205,13,22,2,1487.9887183094104
Daniel Melo,1500.0,1481.8569511800551,,1,2,0,1487.9046341200367
Iphton Louis,1514.3663665786537,1470.2421590077347,,2,3,0,1487.8918420361024
Lukas Dlouhy,1447.2568959964774,1511.3744785588078,1477.822985835272,21,40,7,1487.8720798680815
Andreas Beck,1480.912897446175,1481.071748769269,1533.3799779628523,38,55,14,1487.8594016518166
Brandon Perez,1481.6433130848218,1500.0,,2,1,0,1487.7622087232146
Oliver Gross,1488.67025625095,1488.9314785918828,1453.1987573328536,30,92,4,1487.7434173764732
Brett Baudinet,1481.596047385936,,,2,0,0,1487.730698257291
Hsien Yin Peng,1487.7211191014555,,,2,0,0,1487.7211191014555
Johnny Arcilla,1467.987844729649,1493.6989950869724,,7,21,0,1487.7101313770331
Goran Oresic,,1483.5562202465387,,0,3,0,1487.667165184904
Pascal Schaul,1500.0,1486.3336273551547,,1,4,0,1487.6316980693628
Radoslaw Nijaki,,1487.616090308392,,0,2,0,1487.616090308392
Johan Nikles,,1487.518165907617,,0,4,0,1487.518165907617
Paolo Cane,1501.340496836064,1483.0324720141966,,3,36,0,1487.4917016053694
Pablo Nunez,1487.4817556421478,,,2,0,0,1487.4817556421478
Mili Poljicak,,1487.4400417217898,,0,2,0,1487.4400417217898
Norbert Gombos,1454.5576996222771,1550.0819532195571,1459.1092469879122,51,29,5,1487.416065400504
Ariel Behar,1490.0817389737308,1482.000298935174,,4,2,0,1487.3879256275452
Henry Searle,,,1487.3785635485551,0,0,2,1487.3785635485551
Daniel Windahl,1487.3597304229604,,,2,0,0,1487.3597304229604
Mark Schembri,1490.6499573624988,1484.0,,2,2,0,1487.3249786812494
